X1,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Age,Answer.Education,Answer.Gender,Answer.Income,Answer.Party,Answer.Politics,Answer.comments,Answer.ethnic,Answer.origin,Approve,Reject,invite
122,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,34Q075JO1XDEC162N54Q7V329BY10E,A1XHFQKX09Y1RD,Approved,Fri May 15 05:34:59 PDT 2015,Fri May 15 05:35:47 PDT 2015,Mon May 18 05:35:47 PDT 2015,2015-05-18 12:38:15 UTC,NA,NA,48,100% (3/3),100% (1/1),100% (1/1),50,"Some college, no degree",Female,2,Independent,2,NA,european,us,NA,NA,0
123,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3SKRO2GZ71RGPRD6RYE8QFIBN9DK1C,A1XIIHV1GTI97H,Submitted,Fri May 15 07:51:16 PDT 2015,Fri May 15 07:52:20 PDT 2015,Mon May 18 07:52:20 PDT 2015,NA,NA,NA,64,100% (2/2),0% (0/0),0% (0/0),31,"Graduate degree (Masters, Doctorate, etc.)",Female,3,Democrat,2,Many Thanks.,asian,in,NA,NA,0
124,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3II4UPYCOJ7WSPRDKWI0N3VTBCZDQE,A1XMFODRPFWKJ7,Approved,Fri May 15 05:47:02 PDT 2015,Fri May 15 05:48:18 PDT 2015,Mon May 18 05:48:18 PDT 2015,2015-05-18 12:53:14 UTC,NA,NA,76,100% (2/2),100% (2/2),100% (1/1),45,"Some college, no degree",Female,4,Republican,5,no,european,us,NA,NA,1
125,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3L6L49WXW0XUZ7PM7TT4MO6W23L45H,A1Y10YJ5ZSMALG,Approved,Fri May 15 05:54:37 PDT 2015,Fri May 15 05:55:14 PDT 2015,Mon May 18 05:55:14 PDT 2015,2015-05-18 12:58:14 UTC,NA,NA,37,100% (7/7),100% (1/1),100% (1/1),50,"Some college, no degree",Male,7,Republican,6,n/a,european,us,NA,NA,1
126,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3F1567XTNW5KPZEW8GDY17C3KRWQ9M,A1Y3P8LL2LCHJO,Submitted,Fri May 15 09:13:31 PDT 2015,Fri May 15 09:14:04 PDT 2015,Mon May 18 09:14:04 PDT 2015,NA,NA,NA,33,100% (1/1),0% (0/0),0% (0/0),25,Bachelors degree,Male,3,Democrat,6,NA,european,us,NA,NA,1
127,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3GGAI1SQEVYV2IN7S7G8MOT6GC6MCI,A1Y3W8KKAU1S0J,Submitted,Fri May 15 10:06:35 PDT 2015,Fri May 15 10:07:12 PDT 2015,Mon May 18 10:07:12 PDT 2015,NA,NA,NA,37,100% (2/2),0% (0/0),0% (0/0),28,Bachelors degree,Male,4,Republican,6,NA,african,us,NA,NA,1
128,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3PMBY0YE273GVY4D3YC3H2NMGCKC9S,A1Y4E0MURS31NN,Approved,Fri May 15 05:47:58 PDT 2015,Fri May 15 05:49:14 PDT 2015,Mon May 18 05:49:14 PDT 2015,2015-05-18 12:53:15 UTC,NA,NA,76,100% (1/1),100% (1/1),100% (1/1),30,Bachelors degree,Female,3,Democrat,2,NA,african,us,NA,NA,0
129,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3UOUJI6MTDE2IO3BS53HRBVAUFHUX2,A1Y8MOE9J7CMPQ,Approved,Fri May 15 05:39:31 PDT 2015,Fri May 15 05:40:07 PDT 2015,Mon May 18 05:40:07 PDT 2015,2015-05-18 12:43:14 UTC,NA,NA,36,100% (4/4),100% (1/1),100% (1/1),40,Bachelors degree,Male,3,Republican,5,NA,european,us,NA,NA,1
130,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,31N2WW6R9RQ1J8Z7DR1UYV53DXCF3Z,A1Y9KQBMM5SH1E,Submitted,Fri May 15 08:38:54 PDT 2015,Fri May 15 08:39:38 PDT 2015,Mon May 18 08:39:38 PDT 2015,NA,NA,NA,44,0% (0/0),0% (0/0),0% (0/0),24,Bachelors degree,Female,3,Republican,0,NA,european,us,NA,NA,1
131,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3FE7TXL1LIN9PFTXN7YJRK4PELLQ2T,A1YGENVE7OI5JL,Submitted,Fri May 15 08:38:12 PDT 2015,Fri May 15 08:39:20 PDT 2015,Mon May 18 08:39:20 PDT 2015,NA,NA,NA,68,100% (8/8),0% (0/0),0% (0/0),47,"Some college, no degree",Male,1,Democrat,2,NA,european,us,NA,NA,0
132,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3UJ1CZ6IZHPD1SRXXUPMKRM2GJXS5L,A1YILFU07P6DND,Submitted,Fri May 15 08:37:00 PDT 2015,Fri May 15 08:37:34 PDT 2015,Mon May 18 08:37:34 PDT 2015,NA,NA,NA,34,100% (3/3),0% (0/0),0% (0/0),22,Bachelors degree,Male,9,No,NA,NA,european,us,NA,NA,0
133,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3C8HJ7UOP7U8ABYHKL0GXMURPTBMZY,A1YJKLVJW1FE33,Approved,Fri May 15 05:30:23 PDT 2015,Fri May 15 05:30:51 PDT 2015,Mon May 18 05:30:51 PDT 2015,2015-05-18 12:33:10 UTC,NA,NA,28,100% (12/12),100% (2/2),100% (1/1),42,"Graduate degree (Masters, Doctorate, etc.)",Male,8,Other,0,NA,european,us,NA,NA,1
134,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3NJM2BJS4W61NLKKKN803SN1LGECPZ,A1Z04YECQG40YG,Submitted,Fri May 15 09:34:54 PDT 2015,Fri May 15 09:35:26 PDT 2015,Mon May 18 09:35:26 PDT 2015,NA,NA,NA,32,0% (0/0),0% (0/0),0% (0/0),27,"Some college, no degree",Male,5,No,4,NA,european,us,NA,NA,1
135,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3CTOC39K37QZPTMQYTV5QA9BB637JN,A1Z7QTDFX7ZM2O,Approved,Fri May 15 05:33:39 PDT 2015,Fri May 15 05:35:11 PDT 2015,Mon May 18 05:35:11 PDT 2015,2015-05-18 12:38:14 UTC,NA,NA,92,100% (9/9),100% (1/1),100% (1/1),38,Associates degree,Female,4,Democrat,1,NA,european,us,NA,NA,0
136,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3X08E93BHVI4XYTEV0WOBS4AUPC66U,A1ZGDY4VPD2FSD,Submitted,Fri May 15 08:55:05 PDT 2015,Fri May 15 08:55:43 PDT 2015,Mon May 18 08:55:43 PDT 2015,NA,NA,NA,38,0% (0/0),0% (0/0),0% (0/0),24,Bachelors degree,Male,5,Independent,4,NA,european,us,NA,NA,1
137,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,30OG32W0SUBGHYSL0Z13PRI96DNENV,A1ZIFC5AFQCDZT,Submitted,Fri May 15 08:09:18 PDT 2015,Fri May 15 08:09:58 PDT 2015,Mon May 18 08:09:58 PDT 2015,NA,NA,NA,40,100% (3/3),0% (0/0),0% (0/0),53,Bachelors degree,Female,4,Democrat,2,NA,european,us,NA,NA,0
138,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3O6CYIULED1NTOYLI07VPSH3LDAUW8,A1ZNP14BZAL2NW,Approved,Fri May 15 05:31:37 PDT 2015,Fri May 15 05:32:12 PDT 2015,Mon May 18 05:32:12 PDT 2015,2015-05-18 12:33:11 UTC,NA,NA,35,100% (1/1),100% (1/1),100% (1/1),22,"Some college, no degree",Female,NA,Democrat,4,NA,european,us,NA,NA,1
139,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,37W3JXSD6684AXIQS14KSDNGH1KWY7,A1ZPYSX30BDIVW,Approved,Fri May 15 05:33:00 PDT 2015,Fri May 15 05:33:24 PDT 2015,Mon May 18 05:33:24 PDT 2015,2015-05-18 12:38:13 UTC,NA,NA,24,100% (2/2),100% (1/1),100% (1/1),27,Bachelors degree,Female,4,Democrat,4,NA,european,us,NA,NA,1
140,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3U5JL4WY5K931Q9WDZCZE7XGV374X5,A1ZR0Q2OUOLW51,Submitted,Fri May 15 09:26:12 PDT 2015,Fri May 15 09:26:38 PDT 2015,Mon May 18 09:26:38 PDT 2015,NA,NA,NA,26,100% (6/6),0% (0/0),0% (0/0),31,Bachelors degree,Female,7,Democrat,3,NA,asian,us,NA,NA,0
141,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3ZR9AIQJUB9V403LANNS5TA5LVD04V,A1ZS6ODC4COFFS,Approved,Fri May 15 06:37:44 PDT 2015,Fri May 15 06:38:22 PDT 2015,Mon May 18 06:38:22 PDT 2015,2015-05-18 13:43:13 UTC,NA,NA,38,100% (2/2),100% (1/1),100% (1/1),32,Bachelors degree,Female,2,Independent,2,NA,european|other,us,NA,NA,0
142,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3OHYZ19UGC5V96BLL9ZU8XSNB8SOAN,A201F2B9MEH99V,Approved,Fri May 15 07:26:20 PDT 2015,Fri May 15 07:27:28 PDT 2015,Mon May 18 07:27:28 PDT 2015,2015-05-18 14:28:22 UTC,NA,NA,68,100% (2/2),100% (1/1),100% (1/1),30,"Graduate degree (Masters, Doctorate, etc.)",Male,5,Republican,3,NA,asian,in,NA,NA,0
143,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3DPNQGW4LLFQIBP0CC39EUKWYY6467,A20GSC7RIS8188,Submitted,Fri May 15 08:58:03 PDT 2015,Fri May 15 08:58:41 PDT 2015,Mon May 18 08:58:41 PDT 2015,NA,NA,NA,38,0% (0/0),0% (0/0),0% (0/0),24,Associates degree,Male,5,Democrat,4,Nope,other,us,NA,NA,1
144,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3EWIJTFFVO7DW20EZTZ5EFMWYKEE0M,A20SXG1DHDIDI7,Submitted,Fri May 15 08:51:58 PDT 2015,Fri May 15 08:53:29 PDT 2015,Mon May 18 08:53:29 PDT 2015,NA,NA,NA,91,100% (3/3),0% (0/0),0% (0/0),42,Some High School,Female,5,Independent,2,NA,european,us,NA,NA,1
145,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,38F5OAUN5NC3YNR0ATSKEXTWYEBH74,A20Z93OKJOUZES,Submitted,Fri May 15 08:37:35 PDT 2015,Fri May 15 08:38:00 PDT 2015,Mon May 18 08:38:00 PDT 2015,NA,NA,NA,25,0% (0/0),0% (0/0),0% (0/0),23,Bachelors degree,Female,3,Republican,7,NA,european,us,NA,NA,1
146,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3IOEN3P9S7J9QCSHPUK7GWDTMEK16F,A2122A7BZNUWXO,Approved,Fri May 15 05:36:10 PDT 2015,Fri May 15 05:37:07 PDT 2015,Mon May 18 05:37:07 PDT 2015,2015-05-18 12:38:16 UTC,NA,NA,57,100% (1/1),100% (1/1),100% (1/1),36,"Graduate degree (Masters, Doctorate, etc.)",Female,3,Independent,6,NA,asian,in,NA,NA,0
147,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3NPI0JQDAO5I92MV693QS2N5921TPM,A215VSM181SC0F,Approved,Fri May 15 05:46:11 PDT 2015,Fri May 15 05:47:13 PDT 2015,Mon May 18 05:47:13 PDT 2015,2015-05-18 12:48:16 UTC,NA,NA,62,100% (4/4),100% (1/1),100% (1/1),50,"Graduate degree (Masters, Doctorate, etc.)",Female,3,Democrat,1,"None, good luck with your work!",european,us,NA,NA,0
148,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3GU1KF0O4I1IDGSE6NC5S8HJ3V1BPE,A21SF3IKIZB0VN,Approved,Fri May 15 05:37:10 PDT 2015,Fri May 15 05:38:20 PDT 2015,Mon May 18 05:38:20 PDT 2015,2015-05-18 12:43:13 UTC,NA,NA,70,100% (30/30),100% (1/1),100% (1/1),68,"Graduate degree (Masters, Doctorate, etc.)",Female,6,Independent,4,NA,european,us,NA,NA,1
149,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3X0H8UUIT1O7EB6HTVCVARZF0G3WS8,A21TGZU9EXJ272,Submitted,Fri May 15 09:25:47 PDT 2015,Fri May 15 09:27:46 PDT 2015,Mon May 18 09:27:46 PDT 2015,NA,NA,NA,119,0% (0/0),0% (0/0),0% (0/0),37,"Some college, no degree",Female,9,Republican,7,"i hope i can be qualified, it sounds interesting!",european,us,NA,NA,1
150,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,39GHHAVOMFR26647WVXYNYP1K5S4JH,A222SZQNVMH96K,Submitted,Fri May 15 09:51:29 PDT 2015,Fri May 15 09:51:47 PDT 2015,Mon May 18 09:51:47 PDT 2015,NA,NA,NA,18,0% (0/0),0% (0/0),0% (0/0),21,Bachelors degree,Female,2,Democrat,2,NA,asian,vn,NA,NA,0
151,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3K2755HG5S3Z10146G76B4RF4A1FDX,A2251NUVA69G7E,Submitted,Fri May 15 08:41:47 PDT 2015,Fri May 15 08:42:18 PDT 2015,Mon May 18 08:42:18 PDT 2015,NA,NA,NA,31,100% (3/3),0% (0/0),0% (0/0),32,Associates degree,Male,9,Independent,3,NA,european,us,NA,NA,0
152,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3OE22WJIGIOI9R2Z6R8PX3ZHXCTUQ4,A22FBWRXFSRCYL,Approved,Fri May 15 05:41:19 PDT 2015,Fri May 15 05:41:55 PDT 2015,Mon May 18 05:41:55 PDT 2015,2015-05-18 12:43:14 UTC,NA,NA,36,100% (1/1),100% (1/1),100% (1/1),30,Bachelors degree,Male,1,No,2,NA,asian,in,NA,NA,0
153,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3KWTYT08703QXFW7DLSL8587OPI5LD,A22KRF782ELLB0,Approved,Fri May 15 06:21:52 PDT 2015,Fri May 15 06:22:24 PDT 2015,Mon May 18 06:22:24 PDT 2015,2015-05-18 13:23:18 UTC,NA,NA,32,100% (14/14),100% (1/1),100% (1/1),33,Bachelors degree,Male,1,Independent,2,NA,european,us,NA,NA,0
154,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,324G5B4FB38SNNL4CLLZ85UFCXA07M,A22MI8GGC8C8BQ,Submitted,Fri May 15 08:38:21 PDT 2015,Fri May 15 08:38:48 PDT 2015,Mon May 18 08:38:48 PDT 2015,NA,NA,NA,27,100% (9/9),0% (0/0),0% (0/0),39,Bachelors degree,Male,5,Democrat,2,NA,asian,us,NA,NA,1
155,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3IX2EGZR7BJ97C6577TBVR0BCIAJRB,A231ZXYHPSNUJQ,Submitted,Fri May 15 09:06:01 PDT 2015,Fri May 15 09:06:47 PDT 2015,Mon May 18 09:06:47 PDT 2015,NA,NA,NA,46,100% (9/9),0% (0/0),0% (0/0),33,Bachelors degree,Female,4,Democrat,1,NA,african,us,NA,NA,1
156,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3YWRV122CSZC3N23KXRPBCEH36LU87,A232NG5JY7C0I4,Submitted,Fri May 15 09:26:10 PDT 2015,Fri May 15 09:26:47 PDT 2015,Mon May 18 09:26:47 PDT 2015,NA,NA,NA,37,0% (0/0),0% (0/0),0% (0/0),41,"Graduate degree (Masters, Doctorate, etc.)",Male,9,Democrat,2,NA,european,us,NA,NA,0
157,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3QUO65DNQUOFOFPJREGL8Y4HIBPUOA,A23932BPI1NFXV,Submitted,Fri May 15 09:30:30 PDT 2015,Fri May 15 09:31:05 PDT 2015,Mon May 18 09:31:05 PDT 2015,NA,NA,NA,35,0% (0/0),0% (0/0),0% (0/0),39,Bachelors degree,Female,6,Democrat,1,NA,european,us,NA,NA,1
158,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,324G5B4FB38SNNL4CLLZ85UFCXY70H,A239EUWY6SNDEZ,Approved,Fri May 15 05:39:56 PDT 2015,Fri May 15 05:40:29 PDT 2015,Mon May 18 05:40:29 PDT 2015,2015-05-18 12:43:14 UTC,NA,NA,33,100% (4/4),100% (2/2),100% (1/1),33,"Some college, no degree",Female,3,Independent,1,no,european,us,NA,NA,0
