issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5|1,3|2,269,-2,2,37,Female,5,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0|4|2|1,5,25,-2,2,34,Female,5,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|6,1|5|0|4,184,0,2,29,Female,3,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3,5,218,-1,2,25,Female,5,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4,1,343,-2,2,41,Female,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,0,259,0,2,39,Female,1,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0,1,214,-2,2,31,Male,5,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,2,310,-1,2,29,Male,7,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,5,334,-1,2,44,Female,6,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,4,264,1,2,34,Male,5,No,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|6,5|1,321,-1,2,26,Female,1,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,1,70,0,2,26,Male,4,Independent,european,us
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|5,4,19,0,2,28,Male,2,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,4,190,0,2,28,Female,3,Democrat,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1,5,18,-2,2,42,Female,3,Democrat,asian|hispanic,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3|4,1,407,-1,2,23,Male,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|5,2|0|5,342,0,2,30,Female,4,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3,5|1,109,-2,2,42,Male,6,Republican,european,us
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|6,3,307,1,2,37,Female,4,Independent,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|0,1|5,366,-1,2,47,Male,7,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,6,1|5,328,-1,2,35,Male,2,No,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|5,3,88,-1,2,33,Male,7,Republican,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,5,1,379,0,2,35,Female,5,Republican,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,4|1|3,44,0,2,23,Male,4,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3,1,360,-1,2,27,Female,2,Democrat,asian,us
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0|1,5,404,-2,2,45,Female,2,Democrat,asian,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|5,2|0|4,410,0,2,36,Female,5,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|5,3|0|6,56,-2,2,46,Female,7,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,3|1,0|3,393,0,2,27,Male,4,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,3,257,0,2,46,Male,3,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|3|0|1,5,121,-1,2,20,Female,5,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,5,5,344,-2,2,21,Male,2,Independent,hispanic,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1|6,5,300,-1,2,29,Male,3,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0|4,1|6,167,-2,2,26,Male,1,Democrat,european,us
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3|4,1,281,0,2,32,Female,6,Republican,european,us
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1|4,5,217,-1,2,36,Female,2,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,0|3,57,-1,2,31,Female,3,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0,1,233,0,2,50,Female,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3|0,5,182,-2,2,45,Female,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|0,5|1,292,-1,2,22,Female,2,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,3,120,0,2,24,Male,5,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,5,3|5,276,-2,2,32,Female,4,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|6,1|6,354,0,2,31,Female,2,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,3,51,0,2,43,Female,4,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,6,1,412,1,2,39,Male,2,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,4,0,69,2,2,27,Female,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,6,2|3,105,-2,2,34,Male,2,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,1,258,-1,2,32,Female,5,Republican,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1,5,239,-2,2,59,Female,5,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,2|5,0,301,1,2,21,Male,3,Other,hispanic,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,6,1,150,0,2,32,Female,1,No,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,6,6,377,-2,2,45,Female,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|6,5|0|4|1|6,375,-2,2,22,Female,0,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1|5|0,5,232,2,2,67,Male,4,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,4|0|3|1|5,74,-2,2,50,Female,5,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,6,1,291,0,2,27,Female,3,Independent,african|arabic|other,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,0|4,5|1,206,0,2,34,Male,1,Democrat,hispanic,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|0|1,3|2,10,-2,2,26,Female,4,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4,1,200,-1,2,53,Female,6,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,0|1|3,185,-2,2,34,Male,5,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1|4,2|5,220,-1,2,28,Male,4,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5|1|0,4|2,420,1,2,30,Female,2,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,5,42,0,2,28,Female,2,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,5|1|4|3|0,222,-2,2,57,Female,5,Democrat,african,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0,0,129,-1,2,41,Male,6,Republican,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,5,417,-2,2,26,Male,4,Democrat,hispanic,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1,3|5,97,0,2,22,Male,1,Democrat,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,3|4|0,322,-2,2,35,Male,0,Independent,european,–
colrac,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1,5,199,-2,2,30,Female,5,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,0|1|5,313,NA,1,26,Male,2,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,2|1|3|4|5,290,NA,1,34,Male,0,Other,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,0|3,158,NA,1,46,Male,4,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,5|1|0,215,NA,1,44,Male,7,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3|1,283,NA,1,25,Male,2,Democrat,asian,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3|2,197,NA,1,27,Male,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,6,390,NA,1,32,Male,1,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,6,304,NA,1,52,Female,4,Independent,european|other,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,302,NA,1,24,Female,3,Democrat,african,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,5,6,240,NA,1,36,Female,3,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,5,336,NA,1,54,Male,5,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,0|5,356,NA,1,29,Male,4,Independent,hispanic,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,0,5,166,NA,1,53,Female,0,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,5,280,NA,1,60,Male,4,No,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3|5|4,1|5,176,NA,1,25,Female,7,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4,118,NA,1,42,Male,0,Other,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4|3,397,NA,1,27,Female,1,Other,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4,282,NA,1,38,Male,4,Independent,asian|european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,3,114,NA,1,25,Male,6,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3,266,NA,1,32,Male,3,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,5|1,361,NA,1,34,Male,7,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3|4,213,NA,1,22,Male,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,5,9,NA,1,21,Female,2,Democrat,african,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4,6,NA,1,30,Male,0,Other,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,131,NA,1,68,Female,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|5|1,1|3,159,NA,1,20,Female,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,6,1,30,NA,1,49,Female,6,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,1|5,406,NA,1,47,Female,7,Republican,european|hispanic|other,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,2|3,236,NA,1,27,Male,0,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,5|1,339,NA,1,25,Male,5,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,6,3,163,NA,1,32,Female,4,Independent,hispanic,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|1|5,0|4|3|2,90,NA,1,34,Male,4,Independent,african|european|hispanic|other,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,371,NA,1,27,Male,7,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,5,49,NA,1,51,Female,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,3,337,NA,1,20,Female,6,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,3,110,NA,1,50,Female,0,Independent,european|other,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4,219,NA,1,27,Male,4,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4|3,413,NA,1,32,Female,0,No,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,6,6,348,NA,1,42,Female,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,4,133,NA,1,39,Male,2,Democrat,asian,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|5|1,5|2|4|3,367,NA,1,29,Female,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,6,224,NA,1,35,Male,5,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,1|0|5,296,NA,1,28,Female,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3,403,NA,1,25,Female,0,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4,135,NA,1,33,Female,1,Democrat,african,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,1|3,421,NA,1,55,Male,5,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|0|5,3|2|4,294,NA,1,41,Male,5,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|0|5,4,327,NA,1,20,Female,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,5,1,225,NA,1,26,Male,2,Democrat,asian,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,0,0,383,NA,1,35,Female,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4,1,329,NA,1,29,Male,0,Other,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,5,NA,1,29,Male,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,0,5,154,NA,1,23,Male,3,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,5,2|5|1,278,NA,1,28,Male,6,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,1,83,NA,1,22,Female,3,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,1,201,NA,1,42,Female,2,Democrat,hispanic,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3|1,5|3|1,267,NA,1,57,Female,5,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,6,250,NA,1,21,Male,3,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,4|2,394,NA,1,32,Female,4,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,0,5,194,NA,1,37,Male,6,Other,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4,1,324,NA,1,37,Female,3,Democrat,african,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,5,104,NA,1,29,Male,6,Democrat,asian,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,4|6,244,NA,1,46,Male,3,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3,37,NA,1,34,Female,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,6,6,117,NA,1,24,Female,0,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,5,161,NA,1,32,Male,7,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4,384,NA,1,47,Female,2,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,2,141,NA,1,24,Female,2,Democrat,european|other,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4,0,175,NA,1,27,Female,6,Republican,asian|european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,3|4|1|5,0|3|1|5,352,NA,1,32,Female,4,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,3|2,116,NA,1,40,Male,5,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,132,NA,1,37,Female,7,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4|3|5,287,NA,1,24,Female,4,Independent,african,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,4|3,207,NA,1,35,Female,3,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4|2,136,NA,1,39,Female,1,Democrat,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3|4,205,NA,1,30,Male,0,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,5,5,165,NA,1,31,Male,3,Independent,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,5,95,NA,1,23,Male,5,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,5|4,78,NA,1,39,Male,5,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,5,3,178,2,2,30,Male,7,Republican,asian,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|0|5|3,1|0|5|4,227,-2,2,55,Male,6,Republican,asian,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,126,-2,2,42,Male,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,3|2,2,-2,2,38,Female,1,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,2,5,393,0,2,27,Male,4,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4|3,5|1,359,-2,2,32,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,3,196,-2,2,35,Female,7,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,2|4|3,105,-2,2,34,Male,2,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|0,3|2|4|0,82,-1,2,37,Male,2,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4,412,-2,2,39,Male,2,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,2,214,-2,2,31,Male,5,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3|2|4,74,0,2,50,Female,5,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4,2,69,-2,2,27,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,3,417,-1,2,26,Male,4,Democrat,hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,1|5,263,-1,2,30,Male,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3|4,94,-2,2,29,Male,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|6,3|2|6,375,-2,2,22,Female,0,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|1|5,2|4,33,-2,2,42,Female,1,Democrat,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,2,88,-2,2,33,Male,7,Republican,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4|3,157,-1,2,25,Female,1,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,0|3,3|4|5|1,366,-2,2,47,Male,7,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3|4,300,-2,2,29,Male,3,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,6,395,-2,2,58,Female,1,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,1,199,-2,2,30,Female,5,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,5|1,203,-2,2,57,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3,36,-2,2,55,Female,4,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,1,15,-2,2,43,Female,5,NA,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,5,343,-2,2,41,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,0,379,-2,2,35,Female,5,Republican,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,2,76,-2,2,29,Female,4,No,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,5,307,1,2,37,Female,4,Independent,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,4|6,4,344,-2,2,21,Male,2,Independent,hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4|3|1,5|1|0,323,-2,2,27,Male,7,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,3|0|1|6,3|5|2|0|1,184,-2,2,29,Female,3,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|1|5,4|3,269,-2,2,37,Female,5,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,3|4,109,-2,2,42,Male,6,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,4,259,-2,2,39,Female,1,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,1|5,407,-1,2,23,Male,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,1,44,-1,2,23,Male,4,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,5|1,27,1,2,43,Female,4,Other,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4|3,103,-2,2,34,Male,6,Democrat,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3|5,50,1,2,30,Male,1,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,3,206,-2,2,34,Male,1,Democrat,hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3|4,322,-2,2,35,Male,0,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,6,1,232,-2,2,67,Male,4,Independent,european,–
